log_id,intention_id,title,category,motivation,date_created,event_date,event_type,hours_spent,perceived_importance,urgency,personal_interest,career_relevance,estimated_effort_hours,has_deadline,deadline_date,note
1270,25,Renew an expiring document,HOME & ADMIN,Creative expression,2023/10/28,05-21-2024,Done!,0.0,4.0,1.0,5.0,1.0,13.8,False,,
1271,315, Call an old friend  ,relationships,Financial security,10 Feb 2024,10/02/2024,New,0.0,4.0,1.0,3.0,1.0,12.4,0,,
1272,224,Start journaling regularly,hobby,Health & wellbeing,2025-06-25,07-10-2025,Researched,1.0,,5.0,3.0,1.0,21.0,No,,
1273,283,Plan a savings goal,FINANCIAL,Health & wellbeing,27 Feb 2023,2023/02/27,Created,0.0,4.0,3.0,,5.0,4.6,No,,
1274,49,Set up automatic savings,Financial,Creative expression,2023-10-20,2024/02/03,postponed,0.0,2.0,2.0,4.0,3.0,2.8,no,,Lack of time
1275,209,Start a puzzle-solving habit,HOBBY,Personal growth,11-25-2024,2024/11/26,Research,1.4,5.0,2.0,4.0,1.0,7.0,No,,
1276,257,LEARN BASIC PUBLIC SPEAKING,Learning&Skills,Creative expression,2023-08-09,2023/09/01,Research,2.0,,2.0,4.0,3.0,4.0,N,,
1277,55,Schedule regular calls with family,Relationships,Curiosity / fun,2023/09/25,01-15-2024,CONTINUED,1.3,4.0,1.0,4.0,1.0,3.4,,2024-04-09,
1278,170,Research a relocation destination, Travel,Obligation / should-do,19 Nov 2023,07/04/2024,continued work,0.9,3.0,2.0,5.0,,5.1,Yes,2024-01-01,
1279,273,Collect and organize a hobby set,Hobbies,Curiosity / fun,05-01-2025,01 May 2025,CREATED,0.0,3.0,3.0,3.0,,24.0,False,,
1280,237,Research flights for a trip, Travel,Career advancement,2023/08/15,2023-11-20,abandoned,0.0,3.0,4.0,4.0,1.0,3.4,FALSE,,No accountability
1281,304,IMPROVE SLEEP SCHEDULE,fitness/health,Personal growth,2025/05/01,05-01-2025,CREATED,0.0,3.0,4.0,4.0,1.0,43.3,no,,
1282,91,start going to the gym 3x/week,fitness/health,Curiosity / fun,18 Oct 2023,18 Oct 2023,created,0.0,3.0,3.0,2.0,,5.1,False,,
1283,4,Prototype a small app idea,side project,Obligation / should-do,03/01/2025,2025-01-03,created,0.0,2.0,1.0,3.0,1.0,2.3,No,,
1284,120,Research flights for a trip,Travel,Health & wellbeing,24/02/2025,12 Mar 2025,RESEARCHED,0.5,2.0,2.0,2.0,1.0,11.5,no,,
1285,210,Learn SQL properly,learning and skills,Career advancement,2023/11/13,2023/11/13,New,,4.0,3.0,1.0,4.0,28.3,False,,
1286,10,Try a new recipe every week,hobby,Financial security,22/12/2024,2024/12/22,CREATED,0.0,2.0,2.0,4.0,1.0,1.7,1,2025-06-23,
1287,7,STUDY FOR A CERTIFICATION EXAM,LEARNING & SKILLS,Curiosity / fun,2023-04-10,2023/07/05,gave up,0.0,2.0,4.0,3.0,1.0,17.1,No,,Competing priorities
1288,39,Start a freelance side gig,SIDE PROJECT,Financial security,10-13-2023,2024-01-04,PLANNED,0.0,2.0,3.0,3.0,1.0,9.5,FALSE,,
1289,127,Book a long-postponed trip,travel,Creative expression,19 Mar 2024,03-20-2024,RESEARCHED,1.8,1.0,4.0,3.0,1.0,3.3,False,,
1290,232,renew an expiring document,HOME & ADMIN,Career advancement,03-18-2025,04-01-2025,researching,2.0,4.0,1.0,5.0,2.0,6.1,,,
1291,299,Build an automation script,SIDE PROJECT,Personal growth,01-19-2023,2023-01-19,New,,2.0,5.0,2.0,2.0,32.7,N,,
1292,127,Book a long-postponed trip,TRAVEL ,Creative expression,19/03/2024,21 Apr 2024,Postponed,0.0,1.0,4.0,3.0,,3.3,No,,Lack of money
1293,174,PLAN A TRIP ITINERARY,TRAVEL ,Financial security,05 May 2023,09 May 2023,RESEARCHED,1.2,2.0,low,3.0,2.0,49.9,1,2023-10-27,
1294,101,Start a niche newsletter,SIDE PROJECT,Health & wellbeing,2024-10-03,23 Jan 2025,worked on it,0.5,4.0,4.0,very low,3.0,4.5,1,2025-02-06,
1295,309,Plan a weekend getaway,TRAVEL ,Obligation / should-do,2025-03-07,19/07/2025,Continued,,3.0,4.0,5.0,1.0,4.7,False,,
1296,59,Launch a small online shop,side project,Health & wellbeing,2024-06-02,2024-06-15,Researched,0.4,,2.0,2.0,3.0,11.3,Y,2024-09-13,
1297,292,start a houseplant collection,HOBBY,Curiosity / fun,2025/03/19,19/03/2025,created,0.0,1.0,3.0,3.0,2.0,15.0,No,,
1298,286,Plan a road trip route,TRAVEL ,Career advancement,21 Jul 2024,07-21-2024,CREATED,0.0,1.0,5.0,2.0,1.0,6.4,FALSE,,
1299,303,Automate a recurring bill payment,HOME & ADMIN,Personal growth,15/05/2023,2023/06/25,Researched,1.2,1.0,2.0,2.0,1.0,7.6,,,
1300,8,Start a puzzle-solving habit,hobby,Health & wellbeing,06/04/2025,2025-04-27,Researched,0.9,1.0,2.0,very low,1.0,9.7,Y,2025-08-15,
1301,304,Improve sleep schedule,Fitness & Health,Personal growth,2025/05/01,06-18-2025,planning,0.0,3.0,4.0,4.0,1.0,43.3,No,,
1302,231,Learn basic public speaking,LEARNING & SKILLS,Financial security,2023/08/01,01 Aug 2023,New,0.0,2.0,,2.0,1.0,35.8,no,,
1303,26,Ask for a performance review,career,Health & wellbeing,27/05/2024,19/01/2025,abandoned,0.0,5.0,1.0,2.0,2.0,5.2,,,Low energy / burnout
1304,308, Try a new craft technique  ,creative,Creative expression,2024-11-25,2025/03/05,CONTINUED,2.2,1.0,3.0,2.0,,0.6,,,
1305,18,Learn a new design software,CREATIVE ,Creative expression,2024/02/10,22/02/2024,Research,0.5,2.0,3.0,medium,1.0,13.0,no,,
1306,17,send a thank-you note,relationships,Curiosity / fun,2023-03-09,29 Mar 2023,RESEARCHED,0.9,2.0,3.0,5.0,1.0,3.9,True,2023-08-15,
1307,278,RENEW AN EXPIRING DOCUMENT,Home & Admin,Financial security,30 Aug 2023,2023-08-30,CREATED,0.0,3.0,,5.0,1.0,4.1,True,2023-11-17,
1308,215,Research a relocation destination,Travel,Financial security,25 May 2023,25/05/2023,New,0.0,3.0,3.0,3.0,1.0,20.0,,,
1309,173,Plan a solo trip,TRAVEL ,Social connection,28/07/2023,2023/08/15,planning,0.0,3.0,1.0,5.0,3.0,4.7,yes,2023-09-13,
1310,5, Start sketching daily  ,Creativity,Personal growth,2024/08/26,30 Oct 2024,delayed,0.0,4.0,2.0,3.0,1.0,5.0,yes,2024-09-10,Blocked by dependency
1311,227,Organize digital files,home/admin,Curiosity / fun,03 Dec 2024,03-29-2025,CONTINUED,3.7,3.0,3.0,5.0,2.0,6.6,FALSE,,
1312,68,Start a niche newsletter,SIDE PROJECT,Personal growth,04 May 2025,04/05/2025,CREATED,0.0,3.0,1.0,3.0,3.0,4.9,N,,
1313,82,Organize a small get-together,Relationship,Career advancement,2023-09-18,02 Oct 2023,Researched,0.6,3.0,1.0,3.0,1.0,13.0,Yes,2024-01-21,
1314,169,Compare insurance providers,FINANCIAL,Career advancement,13 Apr 2025,2025/04/13,Created,,3.0,3.0,2.0,3.0,9.5,False,,
1315,223, Schedule regular calls with family  ,relationships,Obligation / should-do,2024/01/15,25/02/2024,PLANNED,0.0,low,2.0,4.0,2.0,9.4,False,,
1316,160,RESEARCH A RELOCATION DESTINATION,TRAVEL ,Obligation / should-do,04-24-2024,31/05/2024,RESEARCHED,0.3,4.0,2.0,4.0,1.0,8.4,no,,
1317,34,Contribute to an open-source project,Side Project,Social connection,01-17-2025,2025-01-19,researching,0.9,,3.0,5.0,2.0,4.1,No,,
1318,50,Train for a 5k run,Fitness and Health,Career advancement,10-31-2023,10-31-2023,New,0.0,2.0,2.0,2.0,3.0,11.8,yes,2023-11-28,
1319,311,BUILD A PORTFOLIO WEBSITE,Career ,Health & wellbeing,14/06/2025,26/07/2025,abandoned,0.0,3.0,2.0,2.0,1.0,6.7,,,Lost interest
1320,199,Try a new recipe every week,hobby,Personal growth,05-24-2024,24/05/2024,Created,0.0,3.0,1.0,3.0,1.0,3.3,no,,
1321,60,Start a photography project,Creative,Social connection,10-19-2023,30/10/2023,researching,1.9,2.0,3.0,3.0,2.0,14.4,TRUE,2024-03-20,
1322,285,finish an online python course,Learning & Skills,Obligation / should-do,2024/09/21,21 Sep 2024,New,0.0,,3.0,2.0,1.0,3.2,,,
1323,222,Research a relocation destination, Travel,Personal growth,10/04/2023,2023-05-29,planning,0.0,2.0,3.0,2.0,1.0,45.7,1,2023-09-08,
1324,88,Reduce screen time before bed,FITNESS & HEALTH,Career advancement,08-05-2024,2024/08/21,planning,0.0,3.0,4.0,1.0,1.0,7.8,0,,
1325,205,Start a puzzle-solving habit,HOBBY,Obligation / should-do,2024-12-17,17 Dec 2024,New,0.0,3.0,1.0,3.0,3.0,38.7,no,,
1326,233, Review and cut subscriptions  ,Finance,Personal growth,05-14-2023,24 May 2023,Research,1.6,1.0,5.0,,1.0,20.5,no,,
1327,227,Organize digital files,Home & Admin,Curiosity / fun,2024/12/03,2025/02/11,Continued,3.5,3.0,,5.0,2.0,6.6,N,,
1328,176,Write short stories weekly,Creativity,Personal growth,17 Apr 2024,05-28-2024,gave up,0.0,5.0,1.0,3.0,1.0,23.8,N,,Lack of motivation
1329,282,Learn to cook healthier meals,FITNESS & HEALTH,Social connection,2023/03/11,03-11-2023,Created,,2.0,,5.0,1.0,6.5,,,
1330,2,Practice a new software tool weekly,Learning&Skills,Career advancement,31 Mar 2023,2023-05-18,ABANDONED,0.0,2.0,4.0,4.0,1.0,13.3,N,,No accountability
1331,289,Learn basic public speaking,learning and skills,Creative expression,10-23-2024,10 Dec 2024,delayed,0.0,,4.0,medium,1.0,11.7,1,2025-01-08,Low energy / burnout
1332,222,Research a relocation destination,Travel,Personal growth,2023/04/10,2023/04/29,Research,4.7,2.0,3.0,,1.0,45.7,yes,2023-09-08,
1333,39,Start a freelance side gig,Side Project,Financial security,13 Oct 2023,05/12/2023,Research,0.4,,3.0,3.0,1.0,9.5,FALSE,,
1334,79,Update CV and LinkedIn profile,Career,Personal growth,06-17-2025,01 Jul 2025,Researched,1.0,2.0,3.0,1.0,5.0,23.6,No,,
1335,291,Fix a recurring household issue,Home & Admin,Curiosity / fun,2024/02/01,14 Apr 2024,Started,0.0,3.0,4.0,medium,4.0,13.6,,,
1336,131,Track spending for a month,Finance,Obligation / should-do,2023-09-07,2023/10/10,RESEARCHED,0.8,very high,3.0,3.0,1.0,82.8,FALSE,,
1337,287,Plan a road trip route,Travel,Creative expression,2024/10/29,30/11/2024,postponed,0.0,3.0,3.0,4.0,1.0,7.0,TRUE,2025-04-15,Blocked by dependency
1338,111,Learn to cook healthier meals,fitness/health,Career advancement,11/05/2023,2023-08-18,CONTINUED,4.9,3.0,2.0,4.0,1.0,11.1,,,
1339,108,Repair a strained relationship,Relationship,Financial security,04 Feb 2025,19/07/2025,CONTINUED,0.8,3.0,1.0,2.0,2.0,4.9,0,,
1340,247,finish an online python course,Learning&Skills,Health & wellbeing,01 May 2025,22/07/2025,finished,0.0,2.0,1.0,3.0,5.0,4.0,TRUE,2025-09-02,
1341,14,Start journaling regularly,Hobby,Personal growth,2024-06-30,06-30-2024,CREATED,0.0,4.0,2.0,4.0,1.0,4.6,0,,
1342,224,Start journaling regularly,HOBBY,Health & wellbeing,25 Jun 2025,25 Jun 2025,Created,0.0,3.0,5.0,3.0,1.0,21.0,False,,
1343,96,Learn touch typing,Learning & Skills,Creative expression,2023-08-13,14/08/2023,researching,,2.0,3.0,3.0,5.0,22.4,,2024-02-21,
1344,133, Learn key phrases for a trip  ,Travel,Curiosity / fun,30/12/2023,02-07-2024,researching,0.2,2.0,1.0,3.0,1.0,4.3,no,,
1345,284,Track spending for a month,Financial,Social connection,2024/04/07,2024-04-07,New,0.0,4.0,2.0,3.0,4.0,12.9,TRUE,2024-07-24,
1346,5,Start sketching daily,Creative,Personal growth,26/08/2024,26/08/2024,New,0.0,4.0,2.0,3.0,1.0,,TRUE,2024-09-10,
1347,157,Research a relocation destination,Travel,Financial security,2024-12-04,27 Mar 2025,Started,0.0,3.0,very low,3.0,2.0,13.5,yes,2025-02-23,
1348,186,Find a mentor in my field, Career,Obligation / should-do,01/02/2025,2025-02-16,Researched,1.6,1.0,1.0,3.0,4.0,7.7,N,,
1349,2,Practice a new software tool weekly,Learning & Skills,Career advancement,2023/03/31,31 Mar 2023,Created,0.0,2.0,4.0,4.0,1.0,13.3,no,,
1350,28,Start a small blog,SIDE PROJECT,Career advancement,09-05-2024,2024-09-05,created,0.0,4.0,1.0,3.0,3.0,2.7,FALSE,,
1351,45, Write a long-overdue message  ,relationships,Health & wellbeing,10-13-2023,2023/10/13,Created,,5.0,1.0,4.0,1.0,5.3,,,
1352,299,Build an automation script,Side Project,Personal growth,19 Jan 2023,03-11-2023,Continued,1.1,2.0,5.0,2.0,2.0,32.7,no,,
1353,55,schedule regular calls with family,relationships,Curiosity / fun,2023-09-25,28 Feb 2024,Continued,0.4,4.0,1.0,4.0,1.0,3.4,True,2024-04-09,
1354,223,Schedule regular calls with family,Relationship,Obligation / should-do,15/01/2024,21 Jan 2024,researching,,2.0,2.0,,2.0,9.4,N,,
1355,227,Organize digital files,HOME & ADMIN,Curiosity / fun,2024/12/03,2025-05-01,postponed,0.0,3.0,3.0,5.0,2.0,6.6,,,Lack of motivation
1356,78,LAUNCH A SMALL ONLINE SHOP,Side Project,Curiosity / fun,26/11/2024,2025/01/13,Abandoned,0.0,3.0,3.0,5.0,3.0,4.9,No,,Overestimated effort required
1357,148,research a relocation destination,travel,Career advancement,2024/08/13,2024-08-26,Research,0.9,3.0,2.0,4.0,3.0,20.3,FALSE,,
1358,132, Declutter the apartment  ,Home & Admin,Personal growth,2024-05-21,2024-05-21,Created,0.0,3.0,2.0,3.0,1.0,7.2,FALSE,,
1359,30,Finish a painting series,Creativity,Health & wellbeing,2023-09-04,04 Sep 2023,New,0.0,4.0,1.0,1.0,2.0,10.7,FALSE,,
1360,116,CREATE A MONTHLY BUDGET,FINANCIAL,Career advancement,26/04/2024,2024/04/26,created,0.0,1.0,2.0,,1.0,22.9,Yes,2024-09-25,
1361,127,Book a long-postponed trip,TRAVEL ,Creative expression,03-19-2024,2024-09-17,Done!,,1.0,,3.0,1.0,3.3,No,,
1362,129,Learn a card or board game deeply,hobby,Obligation / should-do,04/03/2025,15/03/2025,Research,,2.0,4.0,3.0,1.0,6.5,No,,
1363,57,Research visa requirements,travel,Career advancement,08/02/2025,03-12-2025,Research,1.6,3.0,3.0,5.0,1.0,55.7,No,,
1364,144,Learn salary negotiation,Career ,Social connection,08 Oct 2023,06 Nov 2023,planning,0.0,4.0,2.0,3.0,,7.8,1,2023-11-04,
1365,41,Try a new craft technique,CREATIVE ,Health & wellbeing,04-06-2025,2025-04-17,researching,0.6,3.0,3.0,4.0,2.0,2.4,,,
1366,3,Apply to 10 jobs abroad,Career ,Career advancement,2023/08/12,12/08/2023,CREATED,0.0,2.0,2.0,3.0,1.0,1.7,yes,2024-01-27,
1367,86,start a freelance side gig,Side Project,Obligation / should-do,13 Nov 2024,2025/02/07,Replaced,0.0,4.0,1.0,,3.0,1.7,no,,Replaced by a different priority
1368,17,Send a thank-you note,RELATIONSHIPS,Curiosity / fun,03-09-2023,05-17-2023,delayed,0.0,2.0,3.0,5.0,1.0,3.9,Yes,2023-08-15,Overestimated effort required
1369,41,Try a new craft technique,CREATIVE ,Health & wellbeing,06 Apr 2025,03 Jun 2025,PLANNED,0.0,3.0,3.0,4.0,2.0,2.4,FALSE,,
1370,232,Renew an expiring document,Home and Admin,Career advancement,18 Mar 2025,04-06-2025,Researched,,4.0,1.0,5.0,2.0,6.1,N,,
1371,71,Build a personal dashboard,SIDE PROJECT,Financial security,2024-09-27,16/10/2024,RESEARCHED,,3.0,,4.0,2.0,8.0,0,,
1372,243,Finish an online Python course,Learning & Skills,Financial security,23/05/2025,2025-06-07,RESEARCHED,0.6,1.0,1.0,2.0,3.0,6.3,N,,
1373,159,Train for a 5k run,Fitness & Health,Social connection,03-03-2023,06-06-2023,continued work,-2.7,,2.0,3.0,,3.1,yes,2023-06-03,
1374,288,Build a portfolio project,Side Project,Curiosity / fun,03-05-2023,02/06/2023,worked on it,8.3,3.0,2.0,,3.0,15.8,N,,
1375,57,Research visa requirements,TRAVEL ,Career advancement,2025-02-08,14/04/2025,delayed,0.0,,3.0,,1.0,55.7,No,,Competing priorities
1376,234,Learn SQL properly,LEARNING & SKILLS,Curiosity / fun,05-15-2023,2023/07/27,Continued,0.8,5.0,4.0,4.0,3.0,17.6,Yes,2023-07-28,
1377,9,Plan a family visit,RELATIONSHIPS,Curiosity / fun,2024/07/19,13 Aug 2024,researching,1.0,4.0,2.0,3.0,1.0,2.2,no,,
1378,202,RESEARCH VISA REQUIREMENTS,Travel,Obligation / should-do,08-24-2024,2024/10/03,REPLACED,0.0,3.0,3.0,4.0,2.0,5.0,,,Replaced by a different priority
1379,78,LAUNCH A SMALL ONLINE SHOP,SIDE PROJECT,Curiosity / fun,2024-11-26,12-16-2024,Research,0.2,3.0,3.0,5.0,3.0,4.9,,,
1380,308,Try a new craft technique,creative,Creative expression,2024-11-25,2024/12/20,RESEARCHED,1.2,1.0,3.0,2.0,1.0,0.6,N,,
1381,197, Write a long-overdue message  ,Relationship,Personal growth,09-08-2023,2023-10-23,Planned,0.0,4.0,3.0,2.0,1.0,8.1,No,,
1382,68,Start a niche newsletter,Side Project,Personal growth,2025-05-04,24/05/2025,RESEARCHED,2.3,,1.0,3.0,3.0,4.9,0,,
1383,218,Start a small garden,Hobbies,Curiosity / fun,2025/04/22,23 Apr 2025,researching,1.7,3.0,3.0,3.0,1.0,6.8,,,
1384,267,Improve sleep schedule,Fitness and Health,Financial security,01-25-2024,08-10-2024,worked on it,0.8,4.0,4.0,3.0,3.0,9.3,N,,
1385,78,Launch a small online shop,side project,Curiosity / fun,11-26-2024,2024/11/26,New,0.0,3.0,3.0,5.0,3.0,4.9,FALSE,,
1386,297,Learn the basics of investing,FINANCIAL,Curiosity / fun,2024-01-21,10 Mar 2024,researching,1.1,3.0,2.0,very high,1.0,10.0,No,,
1387,242,Join a local social group,Relationships,Obligation / should-do,27 Jun 2024,06-27-2024,Created,0.0,3.0,1.0,2.0,1.0,39.4,,,
1388,25,Renew an expiring document,HOME & ADMIN,Creative expression,2023/10/28,11-23-2023,PUSHED BACK,,4.0,1.0,5.0,1.0,13.8,No,,Lack of motivation
1389,133,Learn key phrases for a trip,travel,Curiosity / fun,2023-12-30,2024/03/18,continued work,3.0,,1.0,3.0,1.0,,no,,
1390,219,Read one book on statistics,Learning & Skills,Curiosity / fun,2024/04/27,09-21-2024,Postponed,0.0,3.0,2.0,4.0,,15.8,TRUE,2024-10-01,Low energy / burnout
1391,320,Learn to use Power BI,learning and skills,Career advancement,09-01-2023,08 Sep 2023,RESEARCHED,1.1,2.0,3.0,5.0,2.0,4.2,No,,
1392,30,finish a painting series,Creative,Health & wellbeing,04/09/2023,26 Dec 2023,Continued,1.4,4.0,1.0,1.0,2.0,10.7,no,,
1393,228,Research career change options,career,Creative expression,2023-10-10,11-18-2023,RESEARCHED,0.4,4.0,4.0,1.0,3.0,15.3,True,2023-11-24,
1394,306,Plan a road trip route, Travel,Creative expression,19/10/2023,03-17-2024,CONTINUED,7.0,4.0,4.0,very high,,,False,,
1395,131,Track spending for a month,FINANCIAL,Obligation / should-do,07/09/2023,11-25-2023,delayed,0.0,5.0,3.0,3.0,1.0,82.8,No,,Blocked by dependency
1396,127,Book a long-postponed trip,Travel,Creative expression,03-19-2024,2024/08/13,CONTINUED,1.1,1.0,,medium,1.0,3.3,False,,
1397,69,Call an old friend,relationships,Career advancement,12 Feb 2023,31/03/2023,STARTED ,0.0,2.0,2.0,3.0,1.0,5.3,N,,
1398,129,Learn a card or board game deeply,Hobby,Obligation / should-do,04/03/2025,2025-03-04,Created,,2.0,4.0,3.0,1.0,6.5,N,,
1399,153,Plan a savings goal,Finance,Financial security,27/09/2024,10-14-2024,Researched,4.0,2.0,2.0,5.0,2.0,23.0,Yes,2024-11-05,
1400,137,Plan a solo trip, Travel,Obligation / should-do,2023-04-06,2023/04/25,Researched,1.3,3.0,1.0,2.0,2.0,2.7,FALSE,,
1401,189,Learn basic public speaking,learning and skills,Obligation / should-do,12/04/2024,2024/04/28,researching,4.2,1.0,3.0,4.0,2.0,43.0,yes,2024-06-01,
1402,176,Write short stories weekly,CREATIVE ,Personal growth,04-17-2024,12/05/2024,PLANNED,0.0,5.0,1.0,3.0,1.0,23.8,N,,
1403,35,Join a local social group,Relationships,Creative expression,10-27-2024,10-27-2024,created,0.0,,1.0,3.0,,10.5,N,,
1404,25,Renew an expiring document,Home & Admin,Creative expression,2023/10/28,09/12/2023,planning,0.0,4.0,1.0,5.0,1.0,13.8,,,
1405,177,PLAN A WEEKEND GETAWAY, Travel,Obligation / should-do,05/06/2024,08-30-2024,ABANDONED,,5.0,very low,2.0,2.0,15.1,N,,Perfectionism / fear of failure
1406,170,Research a relocation destination,Travel,Obligation / should-do,19/11/2023,02-27-2024,CONTINUED,,3.0,2.0,5.0,1.0,5.1,1,2024-01-01,
1407,166,Start meditating daily,FITNESS & HEALTH,Creative expression,2024-03-22,03-22-2024,CREATED,0.0,4.0,4.0,2.0,1.0,6.3,0,,
1408,186,Find a mentor in my field, Career,Obligation / should-do,2025/02/01,13/05/2025,CONTINUED,0.9,1.0,very low,3.0,4.0,7.7,N,,
1409,276,Try a new craft technique,CREATIVE ,Health & wellbeing,08 Mar 2025,2025/07/28,worked on it,2.3,2.0,1.0,4.0,1.0,42.2,1,2025-07-30,
1410,263,Plan a family visit,Relationships,Creative expression,18 Oct 2023,2023-10-25,Researched,0.7,3.0,3.0,5.0,2.0,8.2,FALSE,,
1411,246,Set up automatic savings,Finance,Creative expression,06-06-2023,06-06-2023,Created,0.0,3.0,2.0,3.0,,59.7,No,,
1412,9,Plan a family visit,Relationships,Curiosity / fun,19/07/2024,01-13-2025,finished,0.0,4.0,2.0,3.0,1.0,,,,
1413,22,Improve sleep schedule,Fitness and Health,Health & wellbeing,03-22-2025,03-22-2025,New,0.0,3.0,4.0,3.0,,7.6,,,
1414,78,Launch a small online shop,Side Project,Curiosity / fun,26/11/2024,2025/01/13,Abandoned,0.0,3.0,3.0,5.0,3.0,4.9,No,,Overestimated effort required
1415,76,Review and cut subscriptions,FINANCIAL,Obligation / should-do,17 Aug 2023,2024/01/25,CONTINUED,2.8,,3.0,3.0,5.0,3.9,TRUE,2023-10-19,
1416,135,Prototype a small app idea,SIDE PROJECT,Creative expression,03-29-2023,06-18-2023,Started,0.0,4.0,,2.0,1.0,2.3,yes,2023-07-25,
1417,49,Set up automatic savings,FINANCIAL,Creative expression,2023-10-20,2023-11-08,Researched,0.6,2.0,,4.0,3.0,2.8,N,,
1418,56,Redesign a personal art portfolio,creative,Social connection,2024/02/10,02-10-2024,New,0.0,medium,2.0,2.0,1.0,,1,2024-08-07,
1419,80,Learn a card or board game deeply,Hobby,Curiosity / fun,02-09-2023,2023/03/13,Research,0.6,2.0,1.0,5.0,1.0,24.9,Y,2023-06-14,
1420,39,Start a freelance side gig,SIDE PROJECT,Financial security,2023-10-13,12/11/2023,Research,0.8,2.0,3.0,3.0,1.0,9.5,N,,
1421,227,organize digital files,HOME & ADMIN,Curiosity / fun,03/12/2024,2024-12-03,created,0.0,3.0,3.0,5.0,2.0,6.6,FALSE,,
1422,212,Write a long-overdue message,Relationships,Curiosity / fun,25 Jul 2023,16/11/2023,worked on it,2.0,2.0,2.0,4.0,2.0,5.9,Y,2023-12-24,
1423,71,Build a personal dashboard,SIDE PROJECT,Financial security,09-27-2024,2024/10/19,Researched,1.0,3.0,4.0,4.0,2.0,8.0,,,
1424,18,Learn a new design software,CREATIVE ,Creative expression,10/02/2024,05-26-2024,abandoned,0.0,2.0,3.0,3.0,1.0,13.0,0,,Lack of time
1425,53,start a houseplant collection,Hobbies,Obligation / should-do,22 Nov 2024,2024-12-08,Research,4.6,2.0,2.0,1.0,1.0,6.5,False,,
1426,69,Call an old friend,RELATIONSHIPS,Career advancement,12 Feb 2023,08-11-2023,replaced by something else,-0.0,2.0,2.0,3.0,,5.3,N,,Replaced by a different priority
1427,267,Improve sleep schedule,FITNESS & HEALTH,Financial security,01-25-2024,2024-01-25,created,,4.0,4.0,3.0,3.0,9.3,FALSE,,
1428,41,Try a new craft technique,CREATIVE ,Health & wellbeing,06/04/2025,06-09-2025,CONTINUED,3.3,3.0,3.0,4.0,2.0,2.4,FALSE,,
1429,97,Prepare for technical interviews,Career,Creative expression,18 May 2025,2025-07-05,Started,0.0,3.0,1.0,1.0,2.0,4.1,1,2025-07-05,
1430,120,Research flights for a trip, Travel,Health & wellbeing,24 Feb 2025,2025-04-17,Researched,2.7,2.0,,2.0,1.0,11.5,N,,
1431,139,Build a personal dashboard,SideProject,Curiosity / fun,2023/12/19,2024-02-20,abandoned,0.0,2.0,3.0,2.0,3.0,13.9,False,,Blocked by dependency
1432,134,Plan a savings goal,FINANCIAL,Career advancement,2024-12-19,2024-12-19,CREATED,0.0,3.0,,5.0,1.0,21.8,No,,
